shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
0000000000000000000c,50087,50047,1003576,17144
0000000000000000000r,11051,11011,1001833,2441
0000000000000000000a,28900,28860,1010090,5388
00000000000000000006,6377,6337,1006430,3857
00000000000000000005,33549,33509,1007771,33367
00000000000000000003,8975,8935,1010394,20720
0000000000000000000l,53684,53644,1015032,14090
0000000000000000000j,13011,12971,1014523,9678
0000000000000000000w,38929,38889,1014220,24148
0000000000000000000m,10896,10856,1002267,13329
0000000000000000000n,27114,27074,1002044,25522
0000000000000000000g,51753,51713,1004069,25570
0000000000000000000b,14211,14171,1003537,18485
0000000000000000000q,29320,29280,1014197,23065
0000000000000000000u,2519,2479,1004051,29362
00000000000000000008,43817,43777,1008003,5391
0000000000000000000h,57167,57127,1015071,4583
0000000000000000000i,24360,24320,1002195,9053
0000000000000000000p,33794,33754,1005868,28949
0000000000000000000d,9995,9955,1010959,5448
0000000000000000000v,9078,9038,1011883,18377
0000000000000000000f,3971,3931,1002459,3801
00000000000000000004,51315,51275,1014353,19815
0000000000000000000s,8218,8178,1013098,10848
00000000000000000009,22065,22025,1006992,25138
00000000000000000002,29931,29891,1008643,15625
0000000000000000000e,33446,33406,1009716,6622
0000000000000000000t,30335,30295,1007902,2476
00000000000000000001,31211,31171,1011986,114
00000000000000000007,43197,43157,1000284,27588
0000000000000000000o,43722,43682,1009269,15164
0000000000000000000k,15945,15905,1006909,32277
0000000000000000000c,48936,48896,1010087,10800
0000000000000000000r,32518,32478,1012345,13522
0000000000000000000a,56898,56858,1005970,33698
00000000000000000006,32061,32021,1011193,30470
00000000000000000005,48891,48851,1008384,31922
00000000000000000003,21628,21588,1002773,24893
0000000000000000000l,24180,24140,1005871,23926
0000000000000000000j,41746,41706,1008861,16803
0000000000000000000w,52768,52728,1013600,21372
0000000000000000000m,29369,29329,1010425,26977
0000000000000000000n,31020,30980,1013590,28239
0000000000000000000g,6765,6725,1002323,33634
0000000000000000000b,27442,27402,1015308,19391
0000000000000000000q,31126,31086,1004184,3892
0000000000000000000u,22627,22587,1012257,24251
00000000000000000008,45427,45387,1002145,4684
0000000000000000000h,16074,16034,1002726,33495
0000000000000000000i,55588,55548,1003723,5547
0000000000000000000p,42254,42214,1000698,32564
0000000000000000000d,15522,15482,1010496,20886
0000000000000000000v,46573,46533,1010743,31011
0000000000000000000f,86,46,1000667,4437
00000000000000000004,11172,11132,1002455,954
0000000000000000000s,14931,14891,1011746,30862
00000000000000000009,3554,3514,1013547,3310
00000000000000000002,50404,50364,1008520,996
0000000000000000000e,28854,28814,1003319,27995
0000000000000000000t,12514,12474,1002933,20500
00000000000000000001,18658,18618,1009524,25985
00000000000000000007,5461,5421,1004498,14550
0000000000000000000o,11883,11843,1013088,20995
0000000000000000000k,52687,52647,1004077,14295
0000000000000000000c,40233,40193,1007015,23561
0000000000000000000r,26455,26415,1010095,1591
0000000000000000000a,21693,21653,1002289,10137
00000000000000000006,39910,39870,1005214,990
00000000000000000005,48292,48252,1011733,14756
00000000000000000003,45397,45357,1000894,27410
0000000000000000000l,7702,7662,1011695,33022
0000000000000000000j,54190,54150,1002830,31960
0000000000000000000w,3947,3907,1012974,34089
0000000000000000000m,45507,45467,1013578,28307
0000000000000000000n,2724,2684,1011048,21417
0000000000000000000g,49550,49510,1003358,27562
0000000000000000000b,16698,16658,1012371,18478
0000000000000000000q,31156,31116,1014949,13129
0000000000000000000u,29887,29847,1010822,13002
00000000000000000008,22798,22758,1002034,26286
0000000000000000000h,7311,7271,1003751,18009
0000000000000000000i,6110,6070,1007474,16915
0000000000000000000p,21468,21428,1008413,7689
0000000000000000000d,23861,23821,1007803,26896
0000000000000000000v,11234,11194,1002622,8637
0000000000000000000f,8907,8867,1002593,2094
00000000000000000004,45791,45751,1013973,6733
0000000000000000000s,46948,46908,1007756,29338
00000000000000000009,51437,51397,1014042,21412
00000000000000000002,37742,37702,1003014,34751
0000000000000000000e,23651,23611,1005066,9490
0000000000000000000t,13731,13691,1011408,7392
00000000000000000001,13163,13123,1001847,16842
00000000000000000007,12357,12317,1005902,5299
0000000000000000000o,11189,11149,1004921,21327
0000000000000000000k,10489,10449,1012685,9866
0000000000000000000c,28623,28583,1003493,14524
0000000000000000000r,16919,16879,1010230,14703
0000000000000000000a,48686,48646,1009532,19124
00000000000000000006,18920,18880,1006434,27870
00000000000000000005,55192,55152,1012349,29717
00000000000000000003,46425,46385,1010616,9183
0000000000000000000l,24874,24834,1007386,22220
0000000000000000000j,9688,9648,1004023,1185
0000000000000000000w,34787,34747,1000422,11817
0000000000000000000m,8562,8522,1001880,30028
0000000000000000000n,19547,19507,1006074,7037
0000000000000000000g,20593,20553,1003042,2903
0000000000000000000b,29824,29784,1000452,2505
0000000000000000000q,7552,7512,1009140,6192
0000000000000000000u,17890,17850,1011573,17410
00000000000000000008,19611,19571,1000341,13094
0000000000000000000h,36081,36041,1011164,14012
0000000000000000000i,21701,21661,1001366,3605
0000000000000000000p,41846,41806,1005241,16887
0000000000000000000d,16789,16749,1009273,25148
0000000000000000000v,53178,53138,1012197,23291
0000000000000000000f,28753,28713,1013272,15563
00000000000000000004,48379,48339,1011487,4190
0000000000000000000s,40312,40272,1013760,13950
00000000000000000009,45573,45533,1012591,16451
00000000000000000002,18696,18656,1013913,7462
0000000000000000000e,14657,14617,1002151,5750
0000000000000000000t,37249,37209,1008824,32899
00000000000000000001,4348,4308,1010422,1642
00000000000000000007,42546,42506,1005690,27181
0000000000000000000o,46748,46708,1007364,23975
0000000000000000000k,3037,2997,1008054,1776
0000000000000000000c,25293,25253,1001745,29780
0000000000000000000r,11083,11043,1003349,6544
0000000000000000000a,2891,2851,1010193,31320
00000000000000000006,51193,51153,1005792,8090
00000000000000000005,34464,34424,1001381,32572
00000000000000000003,30399,30359,1005418,30764
0000000000000000000l,46699,46659,1010876,8848
0000000000000000000j,55744,55704,1005755,11992
0000000000000000000w,51233,51193,1014610,1977
0000000000000000000m,12912,12872,1007199,11891
0000000000000000000n,14971,14931,1008310,8342
0000000000000000000g,13234,13194,1010719,18704
0000000000000000000b,49665,49625,1013462,26233
0000000000000000000q,8930,8890,1006356,24433
0000000000000000000u,51357,51317,1010305,12609
00000000000000000008,18382,18342,1002456,11324
0000000000000000000h,38672,38632,1014269,6086
0000000000000000000i,48705,48665,1002963,9812
0000000000000000000p,31603,31563,1008125,12730
0000000000000000000d,38058,38018,1001199,2867
0000000000000000000v,120,80,1010744,4157
0000000000000000000f,19400,19360,1007382,5964
00000000000000000004,36587,36547,1007078,29498
0000000000000000000s,44150,44110,1012584,9599
00000000000000000009,13038,12998,1002401,22889
00000000000000000002,45463,45423,1008872,31184
0000000000000000000e,10336,10296,1005660,4990
0000000000000000000t,56897,56857,1003735,7544
00000000000000000001,36129,36089,1003602,25594
00000000000000000007,33317,33277,1002556,25355
0000000000000000000o,52834,52794,1000987,10884
0000000000000000000k,35105,35065,1010746,33850
0000000000000000000c,20925,20885,1000213,31931
0000000000000000000r,54060,54020,1015197,27071
0000000000000000000a,32415,32375,1011848,13091
00000000000000000006,34556,34516,1015668,19397
00000000000000000005,52663,52623,1008486,31831
00000000000000000003,34425,34385,1000634,2871
0000000000000000000l,20961,20921,1011466,32201
0000000000000000000j,26677,26637,1000440,14087
0000000000000000000w,46002,45962,1006236,8952
0000000000000000000m,22511,22471,1008826,6527
0000000000000000000n,37860,37820,1011797,2939
0000000000000000000g,52207,52167,1000221,11217
0000000000000000000b,24076,24036,1000118,14433
0000000000000000000q,16578,16538,1002010,28856
0000000000000000000u,2116,2076,1004402,10000
00000000000000000008,2417,2377,1014030,19928
0000000000000000000h,2492,2452,1004003,22432
0000000000000000000i,35173,35133,1005710,28382
0000000000000000000p,1971,1931,1006744,13585
0000000000000000000d,53382,53342,1010910,24702
0000000000000000000v,8417,8377,1007242,4530
0000000000000000000f,27214,27174,1007012,6912
00000000000000000004,35604,35564,1012290,10990
0000000000000000000s,6270,6230,1012659,31932
00000000000000000009,7655,7615,1014340,27313
00000000000000000002,42816,42776,1009037,9548
0000000000000000000e,51523,51483,1009882,10547
0000000000000000000t,11135,11095,1002627,14371
00000000000000000001,48129,48089,1001377,15047
00000000000000000007,37230,37190,1005368,29526
0000000000000000000o,29863,29823,1003560,8791
0000000000000000000k,16990,16950,1003101,27359
0000000000000000000c,1817,1777,1010524,20680
0000000000000000000r,30062,30022,1007468,4410
0000000000000000000a,55705,55665,1006961,2093
00000000000000000006,47888,47848,1007380,6491
00000000000000000005,13911,13871,1007154,27521
00000000000000000003,56723,56683,1002962,10998
0000000000000000000l,16915,16875,1002803,14031
0000000000000000000j,37894,37854,1006794,13682
0000000000000000000w,15192,15152,1013319,10945
0000000000000000000m,35149,35109,1004234,27764
0000000000000000000n,54225,54185,1011837,18687
0000000000000000000g,12417,12377,1000220,22119
0000000000000000000b,24924,24884,1006742,15736
0000000000000000000q,21788,21748,1000639,7998
0000000000000000000u,11704,11664,1013955,34766
00000000000000000008,22644,22604,1014739,13120
0000000000000000000h,40985,40945,1000922,33824
0000000000000000000i,8433,8393,1009486,9312
0000000000000000000p,31086,31046,1004054,31609
0000000000000000000d,12947,12907,1005258,34251
0000000000000000000v,23441,23401,1010274,15390
0000000000000000000f,15092,15052,1009925,24269
00000000000000000004,42516,42476,1001537,10407
0000000000000000000s,41153,41113,1007097,18419
00000000000000000009,49089,49049,1011623,25416
00000000000000000002,19504,19464,1012441,17972
0000000000000000000e,10187,10147,1010391,13327
0000000000000000000t,55542,55502,1014306,25038
00000000000000000001,31122,31082,1013066,9341
00000000000000000007,21659,21619,1015708,29914
0000000000000000000o,31682,31642,1000981,30942
0000000000000000000k,57176,57136,1009222,32928
0000000000000000000c,26538,26498,1002445,2294
0000000000000000000r,12364,12324,1003119,12151
0000000000000000000a,21125,21085,1013019,2116
00000000000000000006,2457,2417,1014028,12057
00000000000000000005,44983,44943,1003421,17707
00000000000000000003,20174,20134,1005649,16675
0000000000000000000l,13223,13183,1010911,25405
0000000000000000000j,26092,26052,1014074,32322
0000000000000000000w,4435,4395,1005565,21690
0000000000000000000m,16214,16174,1006877,15054
0000000000000000000n,14031,13991,1004076,33966
0000000000000000000g,44385,44345,1009287,19526
0000000000000000000b,31209,31169,1008991,25151
0000000000000000000q,42713,42673,1013699,23461
0000000000000000000u,26597,26557,1014818,28787
00000000000000000008,26642,26602,1004821,31294
0000000000000000000h,37532,37492,1007549,34457
0000000000000000000i,15660,15620,1011655,29341
0000000000000000000p,42279,42239,1014983,309
0000000000000000000d,21572,21532,1006810,14909
0000000000000000000v,10628,10588,1004102,7870
0000000000000000000f,57072,57032,1002656,4483
00000000000000000004,1370,1330,1013682,34537
0000000000000000000s,21891,21851,1010704,34241
00000000000000000009,43616,43576,1013691,29768
00000000000000000002,45117,45077,1012882,3640
0000000000000000000e,8347,8307,1007436,8731
0000000000000000000t,10274,10234,1010279,12839
00000000000000000001,26037,25997,1002736,6945
00000000000000000007,42676,42636,1006857,14779
0000000000000000000o,17643,17603,1002740,16685
0000000000000000000k,22180,22140,1001985,11027
0000000000000000000c,57761,57721,1005246,33647
0000000000000000000r,39120,39080,1008780,2055
0000000000000000000a,57118,57078,1002877,21076
00000000000000000006,12502,12462,1012362,239
00000000000000000005,15754,15714,1002843,23019
00000000000000000003,2714,2674,1002587,14471
0000000000000000000l,47130,47090,1000814,1877
0000000000000000000j,39088,39048,1011105,21331
0000000000000000000w,49374,49334,1008148,20759
0000000000000000000m,38511,38471,1006596,23528
0000000000000000000n,9743,9703,1015407,11563
0000000000000000000g,48097,48057,1009919,7963
0000000000000000000b,29486,29446,1000085,26989
0000000000000000000q,25759,25719,1008016,31143
0000000000000000000u,23852,23812,1008994,3938
00000000000000000008,5367,5327,1009775,18114
0000000000000000000h,54792,54752,1007497,6906
0000000000000000000i,49628,49588,1013979,30852
0000000000000000000p,52058,52018,1013797,8928
0000000000000000000d,55606,55566,1006867,22529
0000000000000000000v,46610,46570,1015471,3680
0000000000000000000f,43704,43664,1012107,9055
00000000000000000004,51805,51765,1010009,29000
0000000000000000000s,26795,26755,1004885,17790
00000000000000000009,32856,32816,1007539,5051
00000000000000000002,41275,41235,1009675,22306
0000000000000000000e,14136,14096,1008843,33668
0000000000000000000t,11170,11130,1007355,11634
00000000000000000001,11660,11620,1002609,15344
00000000000000000007,11996,11956,1015641,13137
0000000000000000000o,56827,56787,1013484,32189
0000000000000000000k,42083,42043,1012809,30697
0000000000000000000c,32429,32389,1005189,28452
0000000000000000000r,37944,37904,1005003,12942
0000000000000000000a,43305,43265,1010449,31871
00000000000000000006,42065,42025,1012534,12551
00000000000000000005,40813,40773,1005847,14714
00000000000000000003,18139,18099,1014691,32601
0000000000000000000l,18079,18039,1003093,20586
0000000000000000000j,4344,4304,1012359,11675
0000000000000000000w,41578,41538,1012202,25266
0000000000000000000m,51936,51896,1014626,14189
0000000000000000000n,46211,46171,1013627,33636
0000000000000000000g,13339,13299,1013615,5623
0000000000000000000b,18302,18262,1000236,9339
0000000000000000000q,19312,19272,1013605,12789
0000000000000000000u,11590,11550,1003810,11637
00000000000000000008,25821,25781,1005099,16070
0000000000000000000h,38856,38816,1009271,10355
0000000000000000000i,52071,52031,1009198,5835
0000000000000000000p,52114,52074,1008345,12028
0000000000000000000d,1570,1530,1000536,10689
0000000000000000000v,272,232,1007478,942
0000000000000000000f,56184,56144,1009381,27958
00000000000000000004,18619,18579,1013842,32829
0000000000000000000s,27956,27916,1000688,20819
00000000000000000009,55511,55471,1007171,7340
00000000000000000002,23620,23580,1012928,14966
0000000000000000000e,6229,6189,1005820,21664
0000000000000000000t,41764,41724,1008157,378
00000000000000000001,51074,51034,1009647,20180
00000000000000000007,49899,49859,1003696,28074
0000000000000000000o,54922,54882,1001404,28648
0000000000000000000k,13068,13028,1004163,32609
0000000000000000000c,52723,52683,1007175,29730
0000000000000000000r,48945,48905,1015337,28178
0000000000000000000a,34696,34656,1011202,18872
00000000000000000006,33139,33099,1010562,11179
00000000000000000005,9758,9718,1010398,5237
00000000000000000003,51727,51687,1010011,26137
0000000000000000000l,7919,7879,1008055,24965
0000000000000000000j,6701,6661,1001327,6400
